"","abundance","counts","length","countsFromAbundance","counts_normalized"
"GPR88",0,0,3491,"no",0
"GPR89A",6.618774,1468.91767044,1888.92472442782,"no",0.277451265830844
"GPR89B",4.789881,1071.50964332,1903.99662559467,"no",0.202388270542105
"GPR89C",2.915086,649.044915826667,1895.0391165132,"no",0.12259252992936
"GPR97",0,0,1535.75,"no",0
"GPR98",0.026203,59.53345112,19338,"no",0.0112447632055341
"GPRASP1",0.25354,157.286681946667,5280.0566971681,"no",0.029708532944099
"GPRASP2",2.332281,169.47440504,618.469166879977,"no",0.0320105674746172
"GPRC5A",10.758451,8821.53847681333,6978.93847701681,"no",1.66622477639214
"GPRC5B",0.278844,148.64724736,4537.23010715669,"no",0.0280767042103515
"GPRC5C",7.980186,2512.02679694667,2679.20567001822,"no",0.474475206227918
"GPRC5D",0.293549,35.7999972,1038,"no",0.00676195455998932
"GPRC6A",0,0,2597.33333333333,"no",0
"GPRIN1",10.476875,5183.48979981333,4211,"no",0.979064950555524
"GPRIN2",2.547163,1787.50674269333,5972.90700359577,"no",0.337626824444747
"GPRIN3",0.00368,2.70665706666667,6260,"no",0.000511237249322299
"GPS1",40.736416,8694.26929704,1816.54037549597,"no",1.64218599209541
"GPS2",28.63273,4586.0759352,1363.24298517815,"no",0.866224567260104
"GPSM1",5.021349,1891.75734632,3206.5632488401,"no",0.357317827229937
"GPSM2",17.518386,6516.09404428,3165.83305551094,"no",1.23076914196067
"GPSM3",0.63554,110.21333328,1476,"no",0.0208172516713023
"GPT",0.209202,42.8249563333333,1742.3194185524,"no",0.00808883886615296
"GPT2",3.98708,1851.81348282667,3953.09328556237,"no",0.349773173290904
"GPX1",0.038375,4.98667381333333,1106,"no",0.000941890066160359
"GPX1P1",0.037266,2.65333464,606,"no",0.000501165633279034
"GPX1P2",0,0,606,"no",0
"GPX2",0,0,844.5,"no",0
"GPX3",0.205464,30.1866669866667,1250.47463302574,"no",0.00570170073871877
"GPX4",783.762525,79223.3588173067,860.326912431798,"no",14.9638210701412
"GPX5",0,0,1188.5,"no",0
"GPX6",0,0,995,"no",0
"GPX7",0.265835,36.7666595333333,1177.16342844245,"no",0.00694453912099742
"GPX8",12.000623,2412.98683409333,1711.37772497311,"no",0.455768396707909
"GRAMD1A",23.208072,6862.9141598,2516.89043273392,"no",1.29627702031426
"GRAMD1B",69.803266,62247.64226472,7590.00341080029,"no",11.7574235022708
"GRAMD1C",2.418558,1122.58670373333,3950.55478760485,"no",0.212035778603161
"GRAMD2",0.649798,230.127192266667,3014.28800796555,"no",0.0434667524813417
"GRAMD3",1.83486,680.599984946667,3157.0666148916,"no",0.128552696415819
"GRAMD4",6.028068,2997.67335077333,4232.53888210949,"no",0.566204820362953
"GRAMD4P1",0,0,1110,"no",0
"GRAMD4P2",0,0,1097,"no",0
"GRAMD4P3",0,0,1669,"no",0
"GRAMD4P4",0,0,1646,"no",0
"GRAMD4P5",0,0,761,"no",0
"GRAMD4P6",0,0,244,"no",0
"GRAMD4P7",0,0,1232,"no",0
"GRAMD4P8",0,0,1115,"no",0
"GRAP",0.221202,53.4266842933333,2055.71986690898,"no",0.010091308372572
"GRAP2",0,0,1274.36363636364,"no",0
"GRAPL",0.103281,14.0199577333333,1155.36425867294,"no",0.00264810962403569
"GRASP",1.092608,232.75998096,1813.17035112318,"no",0.043964037366894
"GRB10",1.426565,596.719943746667,3560.19500758816,"no",0.112709314531855
"GRB14",1.612301,449.240009026667,2371.52043756098,"no",0.0848530939987759
"GRB2",32.040057,12085.3902454267,3210.42244372412,"no",2.2827057561701
"GRB7",6.149005,1309.01996253333,1811.9081199316,"no",0.247249558577321
"GREB1",0.263282,237.773294586667,7686.64269110687,"no",0.0449109591990134
"GREB1L",0.911521,677.733372493333,6328.29941054567,"no",0.128011246564797
"GREM1",0,0,2616.25,"no",0
"GREM2",0,0,4170,"no",0
"GRHL1",0.735411,305.999983306667,3541.49289716907,"no",0.0577977135282338
"GRHL2",0,0,1584.16666666667,"no",0
"GRHL3",3.055347,991.199917133333,2761.18500222724,"no",0.187219254852924
"GRHPR",158.317133,22074.0513156267,1186.72170883741,"no",4.16937831355864
"GRIA1",0,0,2159.07692307692,"no",0
"GRIA2",0.171208,103.53307748,5146.94150974254,"no",0.0195554754226521
"GRIA3",0,0,2143.2,"no",0
"GRIA4",0.028729,18.97334824,5621,"no",0.00358371309173548
"GRID1",1.167772,701.313312906667,5111.50694484882,"no",0.132465059360129
"GRID2",0.177175,111.1600032,5340,"no",0.0209960600367496
"GRID2IP",0.374758,150.453352546667,3417.00778635813,"no",0.0284178439354351
"GRIFIN",0,0,613.5,"no",0
"GRIK1",0.02931,12.47999296,3624,"no",0.00235723888002166
"GRIK1-AS1",0,0,704.2,"no",0
"GRIK1-AS2",0,0,1073,"no",0
"GRIK2",0.09091,50.5866738533333,4736.09162908371,"no",0.00955488314779086
"GRIK3",0.926854,913.079963986667,8384.79013523165,"no",0.172463846620483
"GRIK4",0.191408,130.4800176,5802,"no",0.0246452519275004
"GRIK5",0.169462,69.5466546133333,3493,"no",0.0131360713708277
"GRIN1",1.919004,833.333326186667,3696.04786076527,"no",0.157401187869339
"GRIN2A",0.063872,70.0533250666667,9335,"no",0.013231772009104
"GRIN2B",0,0,27217,"no",0
"GRIN2C",0.118342,49.63996448,3570.13364654983,"no",0.00937606733034169
"GRIN2D",4.262524,2550.62010118667,5093,"no",0.481764764607848
"GRIN3A",0.06143,56.0800268,7770,"no",0.0105924754917183
"GRIN3B",3.524205,1358.54065925333,3281,"no",0.256603098442951
"GRINA",66.885766,14030.9304980133,1785.44934131426,"no",2.65018217548728
"GRIP1",5.247848,2537.52022953333,4115.50396676885,"no",0.479290442155623
"GRIP2",0.016775,15.2764975733333,7751,"no",0.00288544666217647
"GRIPAP1",14.822074,5069.85395993333,2911.26173084819,"no",0.957601250953482
"GRK1",0.014686,5.62665984,3261,"no",0.00106277154017757
"GRK4",1.207624,178.093328026667,1255.19303359324,"no",0.0336385219480853
"GRK5",0.993389,309.759955093333,2653.99778737232,"no",0.0585079023650162
"GRK5-IT1",0,0,400,"no",0
"GRK6",22.374374,6741.46682889333,2564.47378112121,"no",1.27333787513961
"GRK6P1",0,0,1613,"no",0
"GRK7",0,0,3239,"no",0
"GRM1",0,0,4756.25,"no",0
"GRM2",0,0,2400.75,"no",0
"GRM3",0.11227,51.13332728,3876.43819364033,"no",0.00965813582712857
"GRM4",0.362404,196.186614506667,4607.5593205373,"no",0.0370560077186884
"GRM5",0,0,4220.42857142857,"no",0
"GRM5-AS1",0,0,2531.5,"no",0
"GRM6",0,0,2059.2,"no",0
"GRM7",0,0,2218.4375,"no",0
"GRM7-AS1",0,0,312,"no",0
"GRM7-AS2",0,0,520,"no",0
"GRM7-AS3",0,0,548,"no",0
"GRM8",0,0,1752.5,"no",0
"GRN",458.469869,87797.8770659333,1629.92640889777,"no",16.58338831332
"GRP",0,0,652.6,"no",0
"GRPEL1",17.928108,5281.79989612,2507.50755712761,"no",0.997633901840634
"GRPEL2",11.444454,4735.06020645333,3521.47973035673,"no",0.894364929024383
"GRPEL2-AS1",0,0,401,"no",0
"GRPEL2P1",0,0,339,"no",0
"GRPEL2P2",0,0,670,"no",0
"GRPEL2P3",0,0,640,"no",0
"GRPR",0,0,1929,"no",0
"GRSF1",25.740889,10132.2732978267,3350.25703743177,"no",1.91379823988637
"GRTP1",6.776509,1025.41996918667,1287.92495383685,"no",0.19368278711893
"GRTP1-AS1",0,0,666,"no",0
"GRWD1",6.471098,4234.43988289333,5569.45624637426,"no",0.799807047893602
"GRXCR1",0,0,991,"no",0
"GRXCR2",0,0,747,"no",0
"GS1-111G14.1",0,0,210,"no",0
"GS1-114I9.1",0,0,741,"no",0
"GS1-115G20.1",0,0,423,"no",0
"GS1-115G20.2",0,0,1325,"no",0
"GS1-115M3.4",0,0,248,"no",0
"GS1-120K12.4",0,0,1091,"no",0
"GS1-122H1.1",0,0,628,"no",0
"GS1-122H1.2",0,0,1154.33333333333,"no",0
"GS1-122H1.3",0,0,367,"no",0
"GS1-124K5.10",0,0,712,"no",0
"GS1-124K5.11",0.302111,251.73328224,7092,"no",0.0475477415887577
"GS1-124K5.12",5.111032,575.280009093333,958,"no",0.108659709078395
"GS1-124K5.2",0.876378,87.0416941866667,845.338239891919,"no",0.0164405594119635
"GS1-124K5.3",0.677991,55.1866657333333,692.795594631787,"no",0.0104237361785637
"GS1-124K5.4",1.480852,91.3599913333333,525.096412065487,"no",0.0172562055395082
"GS1-124K5.6",0.092701,3.27834752,301,"no",0.000619218957986223
"GS1-124K5.7",0.034945,0.61996976,151,"no",0.000117100773004739
"GS1-124K5.8",0,0,139,"no",0
"GS1-124K5.9",0,0,721,"no",0
"GS1-164F24.1",0,0,285,"no",0
"GS1-165B14.2",0,0,1109,"no",0
"GS1-166A23.1",0.094371,2.1066668,190,"no",0.000397910231530357
"GS1-166A23.2",0.038018,2.66666368,597,"no",0.000503683241375614
"GS1-174L6.4",0,0,353,"no",0
"GS1-179L18.1",0,0,3484,"no",0
"GS1-184P14.2",2.0304,83.01680128,348,"no",0.0156803318959763
"GS1-18A18.1",0,0,3031,"no",0
"GS1-18A18.2",0,0,757,"no",0
"GS1-200K5.1",0,0,235,"no",0
"GS1-204I12.1",0,0,588.5,"no",0
"GS1-204I12.4",0,0,901,"no",0
"GS1-21A4.1",0,0,420,"no",0
"GS1-21A4.2",0,0,467,"no",0
"GS1-24F4.1",0,0,591,"no",0
"GS1-24F4.2",0.769164,74.8102972,827.821673921296,"no",0.0141302756941472
"GS1-24F4.3",0,0,401,"no",0
"GS1-251I9.2",0,0,436.5,"no",0
"GS1-251I9.3",0,0,398,"no",0
"GS1-251I9.4",5.160485,1435.89332524,2368.24410089362,"no",0.271213580381645
"GS1-256O22.1",0,0,3310,"no",0
"GS1-256O22.5",0,0,623,"no",0
"GS1-257G1.1",0.370949,23.8400031066667,547,"no",0.00450293380797483
"GS1-259H13.10",1.347962,131.450099066667,830,"no",0.0248284822992918
"GS1-259H13.2",0.23152,25.2278627733333,927.44293365584,"no",0.00476507472237809
"GS1-259H13.7",0.085868,5.30666672,526,"no",0.00100233078302161
"GS1-278J22.1",0,0,366,"no",0
"GS1-278J22.2",0,0,437,"no",0
"GS1-279B7.1",0,0,547.666666666667,"no",0
"GS1-279B7.2",0.069569,6.14666752,752,"no",0.00116099133285972
"GS1-293C5.1",0,0,355,"no",0
"GS1-304P7.1",0,0,677,"no",0
"GS1-304P7.2",0,0,1021,"no",0
"GS1-304P7.3",0,0,532,"no",0
"GS1-309P15.3",0,0,111,"no",0
"GS1-309P15.4",0,0,1541,"no",0
"GS1-358P8.4",3.024796,1759.51998078667,4951,"no",0.332340644916942
"GS1-383H3.6",0,0,787,"no",0
"GS1-388B5.1",0,0,149,"no",0
"GS1-388B5.2",0,0,209,"no",0
"GS1-388B5.8",0,0,377,"no",0
"GS1-393G12.12",0.270097,14.08988416,444,"no",0.00266131742729391
"GS1-393G12.13",0.343209,64.35716784,1596,"no",0.0121558737033557
"GS1-393G12.14",0.074408,4.23999933333333,485,"no",0.000800857124826396
"GS1-39E22.1",0,0,771,"no",0
"GS1-39E22.2",0,0,414,"no",0
"GS1-410F4.4",0,0,476.5,"no",0
"GS1-410F4.5",0,0,281,"no",0
"GS1-421I3.2",0.132741,12.0399987733333,772,"no",0.00227413215014461
"GS1-421I3.4",0,0,279,"no",0
"GS1-433O24.1",0,0,382,"no",0
"GS1-44D20.1",0.771755,67.8244113066667,748,"no",0.0128107715973147
"GS1-466O4.2",0,0,862,"no",0
"GS1-466O4.3",0,0,606,"no",0
"GS1-466O4.5",0,0,756,"no",0
"GS1-519E5.1",0,0,1715,"no",0
"GS1-531I17.2",0,0,482,"no",0
"GS1-531I17.3",0,0,310,"no",0
"GS1-541M1.2",0,0,217,"no",0
"GS1-542M4.3",0,0,395,"no",0
"GS1-542M4.4",0,0,466,"no",0
"GS1-57L11.1",0,0,610,"no",0
"GS1-590J15.1",0,0,352,"no",0
"GS1-590J6.2",0,0,1468,"no",0
"GS1-594A7.3",0,0,574,"no",0
"GS1-594A7.5",0,0,611,"no",0
"GS1-5L10.1",0,0,410,"no",0
"GS1-600G8.3",0,0,2249,"no",0
"GS1-600G8.4",0,0,739,"no",0
"GS1-600G8.5",0,0,1212,"no",0
"GS1-69O6.1",0,0,463,"no",0
"GS1-72M22.1",0.156178,46.84649476,2553,"no",0.00884843278317066
"GSAP",1.549222,572.16050628,3143.39580963865,"no",0.108070492935286
"GSC",0.289794,42.8666670133333,1259,"no",0.00809671723891513
"GSC2",0,0,1033,"no",0
"GSDMA",0,0,1355.5,"no",0
"GSDMB",1.359365,434.046643106667,2717.65771003373,"no",0.0819833493619151
"GSDMC",0,0,1392.33333333333,"no",0
"GSDMD",5.541082,1381.35995030667,2121.81216592716,"no",0.260913238701672
"GSE1",17.009158,13630.3459733733,6820.5416115248,"no",2.5745191988139
"GSG1",0,0,1378.81818181818,"no",0
"GSG1L",0,0,2304.66666666667,"no",0
"GSG2",3.867358,1298.16491708,2857,"no",0.245199242101261
"GSK3A",26.122399,6468.85522288,2107.70179381304,"no",1.22184660596186
"GSK3B",13.066247,11349.99971496,7393.32470739303,"no",2.1438041433269
"GSKIP",6.228615,1572.16229652,2148.32836208371,"no",0.296952258141425
"GSN",81.781234,23564.7806088,2452.47457285861,"no",4.45094938981792
"GSN-AS1",0,0,4763,"no",0
"GSPT1",19.109626,14473.9103490533,6446.56606183711,"no",2.73385284191189
"GSPT2",5.041645,1684.63994928,2844,"no",0.318197197707437
"GSR",11.707965,3957.65326444,2877.07462159308,"no",0.74752719640818
"GSS",110.776581,24925.8870656267,1915.12645550055,"no",4.70803711976807
"GSTA1",0,0,746.333333333333,"no",0
"GSTA2",0,0,1303,"no",0
"GSTA3",0.025458,2.52000093333333,842.485898342368,"no",0.000475981372488227
"GSTA4",12.828776,2004.50676154667,1329.8941305858,"no",0.378614097678475
"GSTA5",0,0,832,"no",0
"GSTA6P",0,0,577,"no",0
"GSTA7P",0,0,448,"no",0
"GSTCD",5.588087,2654.3535838,4042.87629380144,"no",0.501358092838075
"GSTK1",76.943262,10552.2937330533,1167.26926390254,"no",1.99313229908763
"GSTM1",3.958818,491.129048813333,1055.90508404276,"no",0.0927651556119825
"GSTM2",1.295216,169.692345906667,1115.10226865635,"no",0.0320517324565285
"GSTM2P1",0,0,654,"no",0
"GSTM3",35.934374,6349.59993845333,1503.94190902004,"no",1.19932149765454
"GSTM3P1",0.376038,25.3600011466667,574,"no",0.00479003320690308
"GSTM3P2",0,0,441,"no",0
"GSTM4",43.167885,6900.52588492,1360.55515900304,"no",1.30338117662923
"GSTM5",0,0,2171.66666666667,"no",0
"GSTM5P1",0,0,660,"no",0
"GSTO1",68.30832,7009.65378608,873.409148797687,"no",1.32399341033273
"GSTO2",0.921193,154.653332226667,1428.90582538078,"no",0.0292111420910293
"GSTO3P",0,0,718,"no",0
"GSTP1",913.209698,94830.1140831733,883.833701103555,"no",17.911647276582
"GSTP1P1",0,0,319,"no",0
"GSTT1",0,0,819.153846153846,"no",0
"GSTT2",0,0,894.5,"no",0
"GSTT2B",0,0,959,"no",0
"GSTTP1",0,0,559.5,"no",0
"GSTTP2",0,0,943.333333333333,"no",0
"GSTZ1",27.517408,3340.69312608,1033.29376724,"no",0.630994885033724
"GSX1",0,0,1663,"no",0
"GSX2",0,0,1030.5,"no",0
"GTDC1",7.715497,1990.56009014667,2195.86767683274,"no",0.375979830481663
"GTF2A1",18.859027,13280.2804174,5993.53028186449,"no",2.50839831703604
"GTF2A1L",0,0,924.285714285714,"no",0
"GTF2A2",33.738436,3589.20021957333,905.456346079587,"no",0.677933259488037
"GTF2B",19.174706,2986.03985812,1325.44477453787,"no",0.564007469668864
"GTF2E1",10.727143,3788.47356728,3005.9028845798,"no",0.715572293778504
"GTF2E2",16.721879,3448.62668914667,1755.31842157212,"no",0.651381530453756
"GTF2F1",30.190368,9539.39346104,2689.34873407307,"no",1.8018142502372
"GTF2F2",19.834035,3334.52001269333,1430.92555498667,"no",0.629828898567828
"GTF2F2P1",0,0,675,"no",0
"GTF2F2P2",0,0,721,"no",0
"GTF2H1",17.39908,5349.91310309333,2617.06918952037,"no",1.0104992215756
"GTF2H2",11.890912,2576.93626236,1844.51982825203,"no",0.486735398685088
"GTF2H2B",9.686568,1997.30364102667,1754.96691790116,"no",0.37725356199535
"GTF2H2C",17.046708,3331.69688053333,1663.48812239876,"no",0.62929566133666
"GTF2H2D",0,0,1607.42857142857,"no",0
"GTF2H3",20.692098,6745.35717712,2774.56682285189,"no",1.27407268966444
"GTF2H4",17.373644,3379.14492325333,1655.42936081803,"no",0.638257715356962
"GTF2H5",2.428113,2134.19334529333,7481,"no",0.403109484687477
"GTF2I",35.740539,17329.8139022,4126.93430991626,"no",3.27327998058468
"GTF2IP1",19.665095,6071.54338466667,2627.83341616199,"no",1.14680177897108
"GTF2IP2",0,0,697,"no",0
"GTF2IP3",0,0,494.5,"no",0
"GTF2IRD1",4.302808,1730.42657170667,3422.91380070875,"no",0.326845440291783
"GTF2IRD1P1",0,0,1553,"no",0
"GTF2IRD2",1.592295,416.860238426667,2228.23930239057,"no",0.0787371567198736
"GTF2IRD2B",2.707854,501.220808146667,1575.42879416689,"no",0.0946713015164394
"GTF2IRD2P1",0.259057,79.16194176,2600.85282003575,"no",0.0149522205287111
"GTF3A",46.666475,7348.92008837333,1340.33479972507,"no",1.3880745136643
"GTF3C1",17.045381,13986.2601428933,6983.76623414871,"no",2.6417447750648
"GTF3C2",30.798121,12603.7647121333,3483.13949445163,"no",2.3806170651947
"GTF3C3",24.017476,11839.8781723333,4195.79869491698,"no",2.23633308544302
"GTF3C4",8.829162,9372.77497656,9035.3188612917,"no",1.77034311311353
"GTF3C5",21.677475,5419.00623058667,2127.67710616665,"no",1.02354963009679
"GTF3C6",27.516109,3074.12014432,950.88626578707,"no",0.580644199822442
"GTPBP1",10.812672,5973.85895874667,4702.36904846462,"no",1.12835100520148
"GTPBP10",5.239367,2765.78274649333,4492.97563770585,"no",0.522404992104033
"GTPBP2",25.548117,7383.38298516,2459.75174193855,"no",1.39458391479009
"GTPBP3",10.206644,2574.77350501333,2147.09281375935,"no",0.486326893991059
"GTPBP4",36.123835,18852.1801587333,4441.83564062343,"no",3.56082669163134
"GTPBP6",9.570329,1462.48005616,1300.64219349199,"no",0.276235320058756
"GTPBP8",7.800138,1279.10665924,1395.72307592507,"no",0.241599491163106
"GTSCR1",0,0,448,"no",0
"GTSE1",10.046333,3618.62010772,3065.7039635258,"no",0.683490129945214
"GTSF1",0,0,745.777777777778,"no",0
"GTSF1L",0,0,647,"no",0
"GUCA1A",0,0,1511.6,"no",0
"GUCA1B",0.533975,69.82666684,1113,"no",0.0131889604797956
"GUCA1C",0,0,838.333333333333,"no",0
"GUCA2A",0,0,569,"no",0
"GUCA2B",0,0,597,"no",0
"GUCD1",12.381629,4994.28631004,3433.13144942398,"no",0.943327925401827
"GUCY1A2",0.443074,842.67995708,16187.533576784,"no",0.159166592850703
"GUCY1A3",0.75679,207.266649533333,2331.03817835859,"no",0.0391488205464338
"GUCY1B2",1.025647,144.393346733333,1198.24096594637,"no",0.0272732213894023
"GUCY1B3",4.096765,1367.17328510667,2840.38582662174,"no",0.25823364113343
"GUCY2C",0.098648,44.43718464,3834,"no",0.00839335884946761
"GUCY2D",0.247458,39.6799809066667,1364.79265168231,"no",0.00749481141948592
"GUCY2EP",0,0,706,"no",0
"GUCY2F",0.023467,10.2399932,3714,"no",0.00193414452873196
"GUCY2GP",0,0,2311,"no",0
"GUF1",5.917036,2936.43174768,4223.86958504224,"no",0.554637418975055
"GUK1",104.426004,10643.7541789467,867.522920785133,"no",2.01040747862779
"GULOP",0,0,748,"no",0
"GULP1",23.221514,6137.05330062667,2249.38672922015,"no",1.15917538538439
"GUSB",35.048702,8463.04000653334,2055.17706538747,"no",1.59851107372573
"GUSBP1",3.913154,700.175338066667,1522.9117481704,"no",0.132250117048388
"GUSBP10",0,0,665,"no",0
"GUSBP11",1.29197,418.161184986667,2754.7751774422,"no",0.0789828813626591
"GUSBP12",0,0,630,"no",0
"GUSBP2",1.523491,216.33867212,1208.6177995144,"no",0.0408623571189516
"GUSBP3",1.249106,178.910231173333,1219.07568853244,"no",0.0337928197802
"GUSBP4",0.9825,58.48655764,506.661603053435,"no",0.0110470244710487
"GUSBP5",0.323828,28.1544716133333,739.995460553133,"no",0.00531785677653263
"GUSBP6",0,0,919,"no",0
"GUSBP8",0,0,679,"no",0
"GUSBP9",1.849342,219.62473704,1010.78511221829,"no",0.0414830337504631
"GVINP1",0,0,5944.66666666667,"no",0
"GVINP2",0,0,2194,"no",0
"GVQW1",0.057763,12.44000888,1833,"no",0.00234968662993146
"GXYLT1",8.98683,6770.57355113333,6412.2975365062,"no",1.27883559437343
"GXYLT1P1",0,0,490,"no",0
"GXYLT1P2",0,0,1230,"no",0
"GXYLT2",0.371476,134.853319253333,3089.76313409211,"no",0.0254712873847592
"GYG1",16.124422,3546.84023268,1872.2001094985,"no",0.669932244713252
"GYG1P1",0,0,698,"no",0
"GYG1P2",0,0,1006,"no",0
"GYG1P3",0,0,994,"no",0
"GYG2",0.625162,217.21334648,2957.25218583343,"no",0.0410275668602839
"GYG2-AS1",0,0,515,"no",0
"GYG2P1",0,0,609.8,"no",0
"GYLTL1B",0.90815,249.426658773333,2337.65314320321,"no",0.0471120632566765
"GYPA",0,0,703,"no",0
"GYPB",0,0,453.9375,"no",0
"GYPC",0.466744,58.7866647466667,1072,"no",0.0111037091296277
"GYPE",0,0,1269,"no",0
"GYS1",36.493302,14968.03379172,3490.97215275285,"no",2.82718358290808
"GYS2",0.053553,19.70666928,3132,"no",0.00372222381626604
"GZF1",2.634965,1456.17340850667,4703.62954422544,"no",0.27504411145001
"GZMA",0,0,894,"no",0
"GZMAP1",0,0,631,"no",0
"GZMB",0,0,803.875,"no",0
"GZMH",0,0,705.333333333333,"no",0
"GZMK",0,0,906,"no",0
"GZMM",0.184373,19.1866715733333,885.723940056299,"no",0.00362400590736132
"H19",6.80283,1804.18681938667,2257.28649370924,"no",0.340777381134105
"H1F0",220.66304,60381.56149212,2329,"no",11.4049555029271
"H1FNT",0.028633,4.37333866666667,1300,"no",0.000826042448390032
"H1FOO",0,0,974,"no",0
"H1FX",81.133896,14355.96951768,1506,"no",2.7115760093731
"H1FX-AS1",1.30469,190.94889152,1245.67424905533,"no",0.0360666991264058
"H2AFB1",0,0,517,"no",0
"H2AFB2",0.136348,8.28220213333333,517,"no",0.00156435415816867
"H2AFB3",0.136669,8.30166890666667,517,"no",0.00156803107009618
"H2AFJ",6.931066,2981.34676304,3661.06296145499,"no",0.563121031172811
"H2AFV",85.804324,14946.0808133867,1482.56221840289,"no",2.8230370730322
"H2AFX",13.755426,2575.60002104,1593.67270442951,"no",0.486483007517666
"H2AFY",69.762004,14969.00785468,1826.28625280031,"no",2.82736756531002
"H2AFY2",6.349786,1477.1666184,1980,"no",0.279009338893297
"H2AFZ",194.311104,24911.30769456,1091.17316990798,"no",4.70528334735532
"H2AFZP1",0,0,395,"no",0
"H2AFZP3",0,0,387,"no",0
"H2AFZP4",0.07104,3.1466682,377,"no",0.00059434718010993
"H2AFZP5",0.032381,1.45333173333333,382,"no",0.000274507371788021
"H2AFZP6",0,0,394,"no",0
"H2BFM",0.010026,2.54666304,2162,"no",0.000481017349243934
"H2BFS",2.108029,113.930401866667,460,"no",0.0215193368904432
"H2BFWT",0,0,894,"no",0
"H2BFXP",0.212314,9.07999941333333,364,"no",0.00171504324692209
"H3F3A",194.584008,22134.9657844133,968.203139813011,"no",4.18088392535185
"H3F3AP1",0,0,334,"no",0
"H3F3AP3",0,0,407,"no",0
"H3F3AP4",53.294067,6399.33725368,1022,"no",1.20871595273284
"H3F3AP5",0,0,418.5,"no",0
"H3F3AP6",16.751678,808.91961264,411,"no",0.152789890814736
"H3F3B",217.780679,41776.1914426133,1632.69203308894,"no",7.89074665694014
"H3F3BP1",7.658422,362.61817488,403,"no",0.0684918383503343
"H3F3BP2",0,0,357,"no",0
"H3F3C",0.285972,35.37999972,1053,"no",0.00668262483660404
"H6PD",16.687214,17013.2592045067,8677.5765800091,"no",3.21348867754085
"HAAO",2.004255,280.853321786667,1192.67266939586,"no",0.0530479762144646
"HABP2",0,0,1689.6,"no",0
"HABP4",8.29323,2546.45319165333,2613.40520822406,"no",0.480977712788749
"HACE1",4.236861,2271.05330530667,4562.23806823023,"no",0.428959789242588
"HACL1",13.650951,3197.22450718667,1993.44843029618,"no",0.603896327558386
"HADH",11.802285,2572.65310608,1855.28207469994,"no",0.485926390014588
"HADHA",69.181061,24614.9099297867,3028.34830366363,"no",4.64929931456663
"HADHAP1",0.017788,4.77334682666667,2284,"no",0.000901596560487698
"HADHB",87.832499,18571.24715776,1799.61910112566,"no",3.50776366549839
"HAGH",20.90202,3169.84090392,1290.75557759489,"no",0.598724073495249
"HAGHL",10.285771,1231.48594513333,1019.03078728858,"no",0.232604822724877
"HAL",0.016212,7.45332588,3913,"no",0.00140779482858039
"HAMP",0,0,1278,"no",0
"HAND1",0.179106,36.5733365066667,1738,"no",0.00690802399183648
"HAND2",0,0,1619.66666666667,"no",0
"HAND2-AS1",0,0,1341.33333333333,"no",0
"HAO1",0,0,1777,"no",0
"HAO2",0,0,1088.75,"no",0
"HAO2-IT1",0,0,311,"no",0
"HAP1",1.548587,648.57334596,3564.65986153829,"no",0.122503459139984
"HAPLN1",0.011678,7.69332732,5607,"no",0.00145312664306478
"HAPLN2",0.613629,99.67950244,1382.59542981182,"no",0.0188276066698023
"HAPLN3",2.212629,469.70669968,1806.81220755942,"no",0.0887188717366355
"HAPLN4",0.001189,0.481848293333333,3449,"no",9.10121932726969e-05
"HAR1A",5.318879,1172.56264146667,1876.33630657889,"no",0.221475305041048
"HAR1B",2.42189,254.957433173333,896,"no",0.0481567238181123
"HARBI1",2.01025,460.482216226667,1949.65389876881,"no",0.0869765381380504
"HARS",45.689224,11873.3636996533,2211.84527408476,"no",2.24265787962918
"HARS2",28.349743,6416.29361157333,1926.32638232382,"no",1.21191869380953
"HAS1",0,0,1539.4,"no",0
"HAS2",3.075387,1513.976052,4190,"no",0.285961957241048
"HAS2-AS1",3.103788,213.070663213333,584.287064709316,"no",0.0402450909330057
"HAS3",4.017877,1319.25090081333,2794.63803521113,"no",0.249181992799841
"HAT1",69.175057,13477.9598071867,1658.32404493718,"no",2.5457362822799
"HAUS1",18.594348,2308.09335673333,1056.49437700101,"no",0.435955967014546
"HAUS1P1",0.027552,2.69332821333333,832,"no",0.000508719676483584
"HAUS1P2",0,0,784,"no",0
"HAUS1P3",0,0,662,"no",0
"HAUS2",9.289247,3186.51331832,2919.64465289813,"no",0.601873182919708
"HAUS3",3.603662,1788.84072621333,4224.95763420654,"no",0.337878789155684
"HAUS4",25.01595,4033.77821024,1372.42869221437,"no",0.761905784805981
"HAUS4P1",0,0,1145,"no",0
"HAUS5",4.609282,1856.34661808,3427.83984381949,"no",0.350629398346624
"HAUS6",5.529695,4198.23946613333,6461.90866223182,"no",0.792969461515696
"HAUS6P1",0.215517,39.27332596,1551,"no",0.00741800185283727
"HAUS6P2",0,0,2404,"no",0
"HAUS7",13.154498,2007.25026148,1298.73933874177,"no",0.37913229386103
"HAUS8",7.088895,1289.74672066667,1548.53391932029,"no",0.243609201149414
"HAUS8P1",0,0,542,"no",0
"HAVCR1",0,0,1354.71428571429,"no",0
"HAVCR1P1",0.021601,2.68000128,1056,"no",0.00050620246629721
"HAVCR2",0.06373,15.9806852533333,2134.24592813432,"no",0.0030184546360951
"HAX1",194.935329,24824.1140781867,1083.87195018405,"no",4.68881409266394
